prot_index,ph,note,ph_dependence,uniprot_id
3742,7.5,{ECO:0000269|PubMed:18162595};,Optimum pH is 7.5. {ECO:0000269|PubMed:18162595};,Q0J998
3743,6.5,{ECO:0000269|PubMed:25164149};,Optimum pH is 6.5. {ECO:0000269|PubMed:25164149};,Q0P5V9
3749,8.5,{ECO:0000269|PubMed:16766535};,Optimum pH is 8.5. {ECO:0000269|PubMed:16766535};,Q0ZQX0
3752,3.5,{ECO:0000269|PubMed:12723614};,Optimum pH is 3.5. {ECO:0000269|PubMed:12723614};,Q10NX8
3755,6.0,Inactive above pH 6.7.;,Optimum pH is 6. Inactive above pH 6.7.;,Q12546
3756,4.0,{ECO:0000269|Ref.1};,Optimum pH is 4.0. {ECO:0000269|Ref.1};,Q12550
3757,7.2,{ECO:0000269|PubMed:22961651};,Optimum pH is 7.2. {ECO:0000269|PubMed:22961651};,Q15JG7
3758,8.0,{ECO:0000269|PubMed:17212352};,Optimum pH is 8.0. {ECO:0000269|PubMed:17212352};,Q17P71
3763,4.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.0. {ECO:0000269|PubMed:16844780};,Q1HFS8
3765,6.5,{ECO:0000269|PubMed:16547052};,Optimum pH is 6.5. {ECO:0000269|PubMed:16547052};,Q1KLK0
3766,6.5,{ECO:0000269|PubMed:16547052};,Optimum pH is 6.5. {ECO:0000269|PubMed:16547052};,Q1KLK1
3767,7.5,{ECO:0000269|PubMed:17981822};,Optimum pH is 7.5. {ECO:0000269|PubMed:17981822};,Q1M0P5
3768,9.5,{ECO:0000269|PubMed:24731824};,Optimum pH is 9.5. {ECO:0000269|PubMed:24731824};,Q1MLL4
3769,6.5,{ECO:0000269|PubMed:19897889};,Optimum pH is 6.5. {ECO:0000269|PubMed:19897889};,Q1MW86
3771,7.0,{ECO:0000269|PubMed:1892870};,Optimum pH is 7.0. {ECO:0000269|PubMed:1892870};,Q24FB1
3773,10.5,for malate oxidation and 8.0 for oxaloacetate reduction. {ECO:0000269|PubMed:16306697};,Optimum pH is 10.5 for malate oxidation and 8.0 for oxaloacetate reduction. {ECO:0000269|PubMed:16306697};,Q25QU7
3774,7.7,{ECO:0000269|PubMed:2801227};,Optimum pH is 7.7. {ECO:0000269|PubMed:2801227};,Q26304
3775,4.0,{ECO:0000269|PubMed:7649184};,Optimum pH is 4. {ECO:0000269|PubMed:7649184};,Q27650
3778,6.5,;,Optimum pH is 6.5.;,Q28949
3784,7.5,{ECO:0000269|PubMed:11344159};,Optimum pH is 7.5. {ECO:0000269|PubMed:11344159};,Q2FZP7
3786,8.9,Active from pH 8.5 to 9.4. {ECO:0000269|PubMed:16150417};,Optimum pH is 8.9. Active from pH 8.5 to 9.4. {ECO:0000269|PubMed:16150417};,Q2KNL5
3787,9.5,Active from pH 8.5 to 10.0. {ECO:0000269|PubMed:16150417};,Optimum pH is 9.5. Active from pH 8.5 to 10.0. {ECO:0000269|PubMed:16150417};,Q2KNL6
3788,6.0,{ECO:0000269|PubMed:15988573};,Optimum pH is 6.0. {ECO:0000269|PubMed:15988573};,Q2PGV8
3789,5.0,{ECO:0000269|PubMed:16473771};,Optimum pH is 5.0. {ECO:0000269|PubMed:16473771};,Q2PGY1
3790,8.7,{ECO:0000269|PubMed:20956531};,Optimum pH is 8.7. {ECO:0000269|PubMed:20956531};,Q2RI40
3791,6.0,Stable over a wide pH range of 3.0 to 7.0. {ECO:0000269|PubMed:16233008};,Optimum pH is 6.0. Stable over a wide pH range of 3.0 to 7.0. {ECO:0000269|PubMed:16233008};,Q2TXS4
3792,4.5,to 6.0. {ECO:0000269|PubMed:26615399};,Optimum pH is 4.5 to 6.0. {ECO:0000269|PubMed:26615399};,Q2U0N3
3793,9.0,{ECO:0000269|PubMed:10952006};,Optimum pH is 9.0. {ECO:0000269|PubMed:10952006};,Q2U4L7
3794,7.0,is active between pH 4.0 and 9.0. {ECO:0000269|PubMed:9835566};,Optimum pH is 7.0. is active between pH 4.0 and 9.0. {ECO:0000269|PubMed:9835566};,Q2UH35
3795,4.0,Stable in the wide pH range of 3.0 to 7.0. {ECO:0000269|PubMed:9872754};,Optimum pH is 4.0. Stable in the wide pH range of 3.0 to 7.0. {ECO:0000269|PubMed:9872754};,Q2UR38
3796,6.5,{ECO:0000269|PubMed:18487633};,Optimum pH is 6.5. {ECO:0000269|PubMed:18487633};,Q2V6J9
3799,8.0,{ECO:0000269|PubMed:26581415};,Optimum pH is 8.0. {ECO:0000269|PubMed:26581415};,Q31HD9
3800,7.2,{ECO:0000269|PubMed:9827334};,Optimum pH is 7.2. {ECO:0000269|PubMed:9827334};,Q330M9
3802,9.0,{ECO:0000269|PubMed:22005738};,Optimum pH is 9. {ECO:0000269|PubMed:22005738};,Q3AEU2
3803,7.0,"About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};","Optimum pH is 7. About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};",Q3C1D2
3804,7.0,"About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};","Optimum pH is 7. About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};",Q3C1D4
3805,7.0,"About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};","Optimum pH is 7. About 20% of maximum TPADO activity is observed at pH 9, whereas no activity is observed at pH 5. {ECO:0000269|PubMed:18776687};",Q3C1E2
3806,7.0,;,Optimum pH is 7.0.;,Q3C251
3809,7.0,"{ECO:0000269|PubMed:17142919, ECO:0000269|PubMed:18409028};","Optimum pH is 7.0. {ECO:0000269|PubMed:17142919, ECO:0000269|PubMed:18409028};",Q3L181
3810,7.5,{ECO:0000269|PubMed:16144421};,Optimum pH is 7.5. {ECO:0000269|PubMed:16144421};,Q3L7F5
3811,5.0,{ECO:0000269|PubMed:23483992};,Optimum pH is 5. {ECO:0000269|PubMed:23483992};,Q3LFN0
3812,5.0,{ECO:0000269|PubMed:8742341};,Optimum pH is 5.0. {ECO:0000269|PubMed:8742341};,Q40251
3813,6.0,{ECO:0000269|PubMed:8071365};,Optimum pH is 6.0. {ECO:0000269|PubMed:8071365};,Q40316
3817,6.6,Maintains activity over a broad range of pH values from 6 to 9. {ECO:0000269|PubMed:7721689};,Optimum pH is 6.6. Maintains activity over a broad range of pH values from 6 to 9. {ECO:0000269|PubMed:7721689};,Q44233
3819,6.0,{ECO:0000269|PubMed:17028274};,Optimum pH is 6. {ECO:0000269|PubMed:17028274};,Q45070
3820,8.0,{ECO:0000269|PubMed:221467};,Optimum pH is 8. {ECO:0000269|PubMed:221467};,Q45597
3821,8.5,;,Optimum pH is 8.5.;,Q45670
3822,8.0,{ECO:0000269|PubMed:9703971};,Optimum pH is 8. {ECO:0000269|PubMed:9703971};,Q46505
3823,8.0,{ECO:0000269|PubMed:9703971};,Optimum pH is 8. {ECO:0000269|PubMed:9703971};,Q46507
3824,8.0,{ECO:0000269|PubMed:9703971};,Optimum pH is 8. {ECO:0000269|PubMed:9703971};,Q46508
3825,6.5,{ECO:0000269|PubMed:10049374};,Optimum pH is 6.5. {ECO:0000269|PubMed:10049374};,Q46ZL2
3826,7.0,;,Optimum pH is about 7.0.;,Q47096
3827,8.0,{ECO:0000269|PubMed:18658138};,Optimum pH is 8. {ECO:0000269|PubMed:18658138};,Q47RJ7
3829,8.8,"At the physiological pH of 7, activity is only about 30%. {ECO:0000269|PubMed:7868583};","Optimum pH is 8.8. At the physiological pH of 7, activity is only about 30%. {ECO:0000269|PubMed:7868583};",Q48296
3830,6.5,for Pyr2C reduction and 10.5 for L-proline oxidation. {ECO:0000269|PubMed:24649405};,Optimum pH is 6.5 for Pyr2C reduction and 10.5 for L-proline oxidation. {ECO:0000269|PubMed:24649405};,Q485R8
3831,7.0,{ECO:0000269|PubMed:11532013};,Optimum pH is 7. {ECO:0000269|PubMed:11532013};,Q49118
3834,7.0,in phosphate buffer. {ECO:0000269|PubMed:8042901};,Optimum pH is 7.0 in phosphate buffer. {ECO:0000269|PubMed:8042901};,Q4A0J5
3835,5.5,for the peroxidase reaction and 6.0 for the catalase reaction. Active from pH 5.5 to 8.5. {ECO:0000269|PubMed:17371508};,Optimum pH is 5.5 for the peroxidase reaction and 6.0 for the catalase reaction. Active from pH 5.5 to 8.5. {ECO:0000269|PubMed:17371508};,Q4F6N6
3839,8.0,{ECO:0000269|Ref.2};,Optimum pH is 8.0. {ECO:0000269|Ref.2};,Q4JCJ1
3840,9.5,{ECO:0000269|PubMed:16283251};,Optimum pH is 9.5. {ECO:0000269|PubMed:16283251};,Q4JQJ5
3841,8.5,{ECO:0000269|PubMed:19035565};,Optimum pH is 8.5. {ECO:0000269|PubMed:19035565};,Q4L332
3842,6.5,and 7.0. {ECO:0000269|PubMed:11722126};,Optimum pH is between 6.5 and 7.0. {ECO:0000269|PubMed:11722126};,Q4QTJ2
3843,9.0,"for the forward reaction, and 6 for the reverse reaction. {ECO:0000269|PubMed:15796718};","Optimum pH is 9 for the forward reaction, and 6 for the reverse reaction. {ECO:0000269|PubMed:15796718};",Q4R0J7
3844,7.7,{ECO:0000269|PubMed:19580670};,Optimum pH is 7.7. {ECO:0000269|PubMed:19580670};,Q4U3F7
3845,7.0,{ECO:0000269|PubMed:15863700};,Optimum pH is 7.0. {ECO:0000269|PubMed:15863700};,Q4VNK0
3847,4.0,"to 5.0. {ECO:0000269|PubMed:15541293, ECO:0000269|PubMed:19205049};","Optimum pH is 4.0 to 5.0. {ECO:0000269|PubMed:15541293, ECO:0000269|PubMed:19205049};",Q4WBS1
3849,6.0,Stable in the pH range from 4.0 to 8.0. {ECO:0000269|PubMed:19577187};,Optimum pH is 6.0. Stable in the pH range from 4.0 to 8.0. {ECO:0000269|PubMed:19577187};,Q4WG11
3850,5.0,{ECO:0000269|PubMed:17275325};,Optimum pH is 5.0. {ECO:0000269|PubMed:17275325};,Q4WNV0
3851,3.5,"{ECO:0000269|PubMed:20652740, ECO:0000269|PubMed:21247893};","Optimum pH is 3.5. {ECO:0000269|PubMed:20652740, ECO:0000269|PubMed:21247893};",Q4WQS0
3852,5.0,{ECO:0000269|PubMed:16517617};,Optimum pH is about 5. {ECO:0000269|PubMed:16517617};,Q4WQU0
3853,7.0,{ECO:0000269|PubMed:2379499};,Optimum pH is 7.0. {ECO:0000269|PubMed:2379499};,Q50744
3856,6.3,for proteolytic activity with AAF-MCA as substrate. {ECO:0000269|PubMed:16535492};,Optimum pH is 6.3 for proteolytic activity with AAF-MCA as substrate. {ECO:0000269|PubMed:16535492};,Q51732
3858,10.0,"{ECO:0000269|PubMed:1447127, ECO:0000269|PubMed:17508726};","Optimum pH is 10. {ECO:0000269|PubMed:1447127, ECO:0000269|PubMed:17508726};",Q51948
3859,10.0,and 11. {ECO:0000269|PubMed:1588303};,Optimum pH is between 10 and 11. {ECO:0000269|PubMed:1588303};,Q52087
3860,7.5,at 32 degrees Celsius. {ECO:0000269|PubMed:9742248};,Optimum pH is 7.5 at 32 degrees Celsius. {ECO:0000269|PubMed:9742248};,Q52698
3862,10.3,for the oxidative deamination of L-leucine. {ECO:0000269|PubMed:8597545};,Optimum pH is 10.3 for the oxidative deamination of L-leucine. {ECO:0000269|PubMed:8597545};,Q53560
3863,5.5,in both directions. {ECO:0000269|Ref.2};,Optimum pH is 5.5 in both directions. {ECO:0000269|Ref.2};,Q53728
3864,6.5,{ECO:0000269|PubMed:8521864};,Optimum pH is 6.5. {ECO:0000269|PubMed:8521864};,Q53865
3865,7.5,{ECO:0000269|PubMed:11004563};,Optimum pH is 7.5. {ECO:0000269|PubMed:11004563};,Q54528
3866,3.0,{ECO:0000269|PubMed:12943537};,Optimum pH is 3.0. {ECO:0000269|PubMed:12943537};,Q54BK2
3869,8.0,"and the values at pH 7.5 and 7.0 result in 60% and 80% decreases in activity, respectively. No pH values above pH 8.0. {ECO:0000269|PubMed:8360627};","Optimum pH is 8 and the values at pH 7.5 and 7.0 result in 60% and 80% decreases in activity, respectively. No pH values above pH 8.0. {ECO:0000269|PubMed:8360627};",Q55216
3870,7.9,{ECO:0000269|PubMed:4252223};,Optimum pH is 7.9. {ECO:0000269|PubMed:4252223};,Q553X7
3871,7.5,and 8.0. {ECO:0000269|PubMed:9023987};,Optimum pH is between 7.5 and 8.0. {ECO:0000269|PubMed:9023987};,Q55GH4
3873,8.0,;,Optimum pH is 8.0.;,Q56304
3874,8.0,Activity decreases below pH 7.5 and above pH 9.5. {ECO:0000269|PubMed:21367879};,Optimum pH is around 8. Activity decreases below pH 7.5 and above pH 9.5. {ECO:0000269|PubMed:21367879};,Q56775
3875,7.9,at 25 degrees Celsius. {ECO:0000269|PubMed:15247403};,Optimum pH is 7.9 at 25 degrees Celsius. {ECO:0000269|PubMed:15247403};,Q56YN3
3879,8.3,{ECO:0000269|PubMed:24982305};,Optimum pH is 8.3. {ECO:0000269|PubMed:24982305};,Q57851
3880,5.5,{ECO:0000269|PubMed:10862614};,Optimum pH is 5.5. {ECO:0000269|PubMed:10862614};,Q57878
3881,7.0,{ECO:0000269|PubMed:26100040};,Optimum pH is 7.0. {ECO:0000269|PubMed:26100040};,Q57900
3883,8.5,{ECO:0000269|PubMed:10521423};,Optimum pH is 8.5. {ECO:0000269|PubMed:10521423};,Q58134
3884,7.5,with bis-pNPP as substrate. {ECO:0000269|PubMed:19746965};,Optimum pH is 7.5 with bis-pNPP as substrate. {ECO:0000269|PubMed:19746965};,Q58247
3885,7.0,and 7.2. {ECO:0000269|PubMed:16793276};,Optimum pH is between 7 and 7.2. {ECO:0000269|PubMed:16793276};,Q58272
3886,7.0,{ECO:0000269|PubMed:16048999};,Optimum pH is 7.0. {ECO:0000269|PubMed:16048999};,Q58280
3888,7.0,{ECO:0000269|PubMed:25905665};,Optimum pH is 7.0. {ECO:0000269|PubMed:25905665};,Q58499
3889,7.5,{ECO:0000269|PubMed:18263721};,Optimum pH is 7.5. {ECO:0000269|PubMed:18263721};,Q58501
3890,5.5,;,Optimum pH is 5.5.;,Q58540
3892,8.5,"About 40% and 50% of the maximum activity are observed at pH 7.0 and 10.0, respectively. {ECO:0000269|PubMed:20418392};","Optimum pH is 8.5. About 40% and 50% of the maximum activity are observed at pH 7.0 and 10.0, respectively. {ECO:0000269|PubMed:20418392};",Q58786
3894,4.9,{ECO:0000269|PubMed:15262968};,Optimum pH is 4.9. {ECO:0000269|PubMed:15262968};,Q58822
3897,8.0,{ECO:0000269|PubMed:15817792};,Optimum pH is 8.0. {ECO:0000269|PubMed:15817792};,Q588Z2
3898,7.5,{ECO:0000269|PubMed:12051918};,Optimum pH is 7.5. {ECO:0000269|PubMed:12051918};,Q58989
3899,9.0,{ECO:0000269|PubMed:31981617};,Optimum pH is 9.0. {ECO:0000269|PubMed:31981617};,Q59104
3901,8.0,{ECO:0000269|PubMed:8655514};,Optimum pH is 8. {ECO:0000269|PubMed:8655514};,Q59327
3902,7.3,for the reductive deacylation of HMG-CoA (in the presence of 3 M KCl). {ECO:0000269|PubMed:8550415};,Optimum pH is 7.3 for the reductive deacylation of HMG-CoA (in the presence of 3 M KCl). {ECO:0000269|PubMed:8550415};,Q59468
3903,6.0,using pNPP as substrate. Retains more than 50% of maximal activity in the pH range 4-7. {ECO:0000269|PubMed:7894706};,Optimum pH is about 6 using pNPP as substrate. Retains more than 50% of maximal activity in the pH range 4-7. {ECO:0000269|PubMed:7894706};,Q59544
3905,8.0,{ECO:0000269|PubMed:9276668};,Optimum pH is 8.0. {ECO:0000269|PubMed:9276668};,Q59757
3906,8.2,;,Optimum pH is 8.2.;,Q59827
3907,9.0,"Activities at pH 8.0 and 9.5 were approx 67% and 85%, respectively, of that at pH 9.0. {ECO:0000269|PubMed:8837735};","Optimum pH is 9. Activities at pH 8.0 and 9.5 were approx 67% and 85%, respectively, of that at pH 9.0. {ECO:0000269|PubMed:8837735};",Q59943
3908,4.4,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.4. {ECO:0000269|PubMed:16844780};,Q5ASG9
3909,4.8,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.8. {ECO:0000269|PubMed:16844780};,Q5ATQ3
3910,3.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 3.5. {ECO:0000269|PubMed:16844780};,Q5AU92
3911,5.4,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.4. {ECO:0000269|PubMed:16844780};,Q5AUX2
3912,8.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 8.5. {ECO:0000269|PubMed:16844780};,Q5AVN4
3913,5.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.0. {ECO:0000269|PubMed:16844780};,Q5AX28
3914,5.5,{ECO:0000269|PubMed:21867780};,Optimum pH is 5.5. {ECO:0000269|PubMed:21867780};,Q5AZ53
3915,7.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 7.5. {ECO:0000269|PubMed:16844780};,Q5B037
3916,5.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.0. {ECO:0000269|PubMed:16844780};,Q5B153
3917,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5B2E8
3918,5.1,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.1. {ECO:0000269|PubMed:16844780};,Q5B508
3919,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5B7R2
3920,8.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 8.0. {ECO:0000269|PubMed:16844780};,Q5B7U0
3921,5.5,"{ECO:0000269|PubMed:16844780, ECO:0000269|PubMed:21867780};","Optimum pH is 5.5. {ECO:0000269|PubMed:16844780, ECO:0000269|PubMed:21867780};",Q5B7X2
3922,6.0,{ECO:0000269|PubMed:24950755};,Optimum pH is 6. {ECO:0000269|PubMed:24950755};,Q5B833
3923,5.1,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.1. {ECO:0000269|PubMed:16844780};,Q5BAS1
3924,6.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 6.0. {ECO:0000269|PubMed:16844780};,Q5BCC6
3926,4.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.0. {ECO:0000269|PubMed:16844780};,Q5BDU5
3927,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5BFG8
3928,6.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 6.5. {ECO:0000269|PubMed:16844780};,Q5BG78
3929,7.0,{ECO:0000269|PubMed:2126551};,Optimum pH is 7.0. {ECO:0000269|PubMed:2126551};,Q5BGU9
3930,8.0,{ECO:0000269|PubMed:7729672};,Optimum pH is 8. {ECO:0000269|PubMed:7729672};,Q5EXK1
3932,8.5,{ECO:0000269|PubMed:15843162};,Optimum pH is 8.5. {ECO:0000269|PubMed:15843162};,Q5FBW2
3933,5.5,"Stable between pH 5.0-6.0. {ECO:0000269|PubMed:15720693, ECO:0000269|Ref.2};","Optimum pH is 5.5. Stable between pH 5.0-6.0. {ECO:0000269|PubMed:15720693, ECO:0000269|Ref.2};",Q5FC15
3934,8.0,"{ECO:0000269|PubMed:15659437, ECO:0000269|PubMed:8195240};","Optimum pH is 8.0. {ECO:0000269|PubMed:15659437, ECO:0000269|PubMed:8195240};",Q5H873
3935,4.5,{ECO:0000269|PubMed:18222721};,Optimum pH is 4.5. {ECO:0000269|PubMed:18222721};,Q5J6J1
3936,8.0,{ECO:0000269|PubMed:18222721};,Optimum pH is 8.0. {ECO:0000269|PubMed:18222721};,Q5J6J2
3939,8.0,{ECO:0000269|PubMed:31337720};,Optimum pH is 8.0. {ECO:0000269|PubMed:31337720};,Q5JIY7
3940,5.5,{ECO:0000269|PubMed:17148547};,Optimum pH is 5.5. {ECO:0000269|PubMed:17148547};,Q5KSN5
3941,7.5,{ECO:0000269|Ref.2};,Optimum pH is 7.5. {ECO:0000269|Ref.2};,Q5L1B7
3944,7.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0. {ECO:0000269|PubMed:15632434};,Q5QHG5
3945,7.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0. {ECO:0000269|PubMed:15632434};,Q5QHG6
3946,7.0,Stable at pH 6.5-8.2. {ECO:0000269|PubMed:16546310};,Optimum pH is 7.0. Stable at pH 6.5-8.2. {ECO:0000269|PubMed:16546310};,Q5S260
3947,7.5,{ECO:0000269|PubMed:15215603};,Optimum pH is 7.5. {ECO:0000269|PubMed:15215603};,Q5SJ58
3948,4.5,{ECO:0000269|PubMed:19420717};,Optimum pH is 4.5. {ECO:0000269|PubMed:19420717};,Q5SKT7
3949,6.2,{ECO:0000269|PubMed:15677381};,Optimum pH is 6.2. {ECO:0000269|PubMed:15677381};,Q5SRI9
3950,8.3,{ECO:0000269|PubMed:15342590};,Optimum pH is 8.3. {ECO:0000269|PubMed:15342590};,Q5UY95
3951,7.0,{ECO:0000269|PubMed:17206375};,Optimum pH is 7.0. {ECO:0000269|PubMed:17206375};,Q5VQG4
3957,5.0,;,Optimum pH is 5.0.;,Q60049
3958,9.5,{ECO:0000269|PubMed:1744048};,Optimum pH is 9.5. {ECO:0000269|PubMed:1744048};,Q60099
3959,5.2,;,Optimum pH is 5.2.;,Q60186
3961,8.2,;,Optimum pH is 8.2.;,Q60FC6
3964,7.0,;,Optimum pH is 7.0.;,Q66UW5
3967,10.0,"for the oxidation reaction, and 4-9 for the reduction reaction. {ECO:0000269|PubMed:23608762};","Optimum pH is 10 for the oxidation reaction, and 4-9 for the reduction reaction. {ECO:0000269|PubMed:23608762};",Q6CEE9
3968,8.5,{ECO:0000269|PubMed:15136574};,Optimum pH is 8.5. {ECO:0000269|PubMed:15136574};,Q6F4N1
3969,7.5,{ECO:0000269|PubMed:15205420};,Optimum pH is 7.5. {ECO:0000269|PubMed:15205420};,Q6I7B6
3970,7.5,{ECO:0000269|PubMed:15157877};,Optimum pH is 7.5. {ECO:0000269|PubMed:15157877};,Q6JTJ0
3971,8.0,{ECO:0000269|PubMed:25728912};,Optimum pH is 8.0. {ECO:0000269|PubMed:25728912};,Q6K332
3972,7.3,and 50% of activity at pH 5.6 and at pH 8.6. {ECO:0000269|PubMed:16684110};,Optimum pH is 7.3 and 50% of activity at pH 5.6 and at pH 8.6. {ECO:0000269|PubMed:16684110};,Q6KZ25
3976,5.5,;,Optimum pH is 5.5.;,Q6PRW6
3978,7.5,{ECO:0000269|PubMed:23524667};,Optimum pH is 7.5. {ECO:0000269|PubMed:23524667};,Q6STM1
3979,8.0,{ECO:0000269|Ref.1};,Optimum pH is 8.0. {ECO:0000269|Ref.1};,Q6T178
3980,8.0,"(Ref.1). Stable between pH 7.5 and 8.5 (Ref.2). {ECO:0000269|Ref.1, ECO:0000269|Ref.2};","Optimum pH is 8.0 (Ref.1). Stable between pH 7.5 and 8.5 (Ref.2). {ECO:0000269|Ref.1, ECO:0000269|Ref.2};",Q6TMA3
3981,8.5,{ECO:0000269|PubMed:14711700};,Optimum pH is 8.5. {ECO:0000269|PubMed:14711700};,Q6TMG4
3983,7.0,{ECO:0000269|PubMed:14657009};,Optimum pH is 7. {ECO:0000269|PubMed:14657009};,Q6U6H1
3985,5.0,{ECO:0000269|PubMed:13679086};,Optimum pH is 5.0. {ECO:0000269|PubMed:13679086};,Q6WAU0
3986,5.5,{ECO:0000269|PubMed:13679086};,Optimum pH is 5.5. {ECO:0000269|PubMed:13679086};,Q6WAU1
3987,8.0,{ECO:0000269|PubMed:14617078};,Optimum pH is 8.0. {ECO:0000269|PubMed:14617078};,Q6WNR0
3988,7.4,{ECO:0000269|PubMed:25728912};,Optimum pH is 7.4. {ECO:0000269|PubMed:25728912};,Q6Z244
3989,6.4,with tamarind seed xyloglucan as substrate. Retains 50% of its activity between pH 5.7 and 7.8. {ECO:0000269|PubMed:16207921};,Optimum pH is 6.4 with tamarind seed xyloglucan as substrate. Retains 50% of its activity between pH 5.7 and 7.8. {ECO:0000269|PubMed:16207921};,Q70DK5
3990,5.5,{ECO:0000269|PubMed:16517617};,Optimum pH is about 5.5. {ECO:0000269|PubMed:16517617};,Q70DX9
3991,8.5,{ECO:0000269|PubMed:22270561};,Optimum pH is 8.5. {ECO:0000269|PubMed:22270561};,Q70FG7
3992,6.0,{ECO:0000269|PubMed:16517617};,Optimum pH is about 6. {ECO:0000269|PubMed:16517617};,Q70GH4
3993,8.0,{ECO:0000269|PubMed:15060035};,Optimum pH is 8.0. {ECO:0000269|PubMed:15060035};,Q70I53
3994,7.0,{ECO:0000269|PubMed:15466559};,Optimum pH is 7.0. {ECO:0000269|PubMed:15466559};,Q715L4
3995,8.0,{ECO:0000269|PubMed:14715260};,Optimum pH is 8.0. {ECO:0000269|PubMed:14715260};,Q71TL0
3996,9.5,{ECO:0000269|PubMed:8566699};,Optimum pH is 9.5. {ECO:0000269|PubMed:8566699};,Q727P4
3998,6.0,The enzyme is stable between pH 6.0 and 7.0. {ECO:0000269|Ref.1};,Optimum pH is 6.0. The enzyme is stable between pH 6.0 and 7.0. {ECO:0000269|Ref.1};,Q75P26
3999,5.0,{ECO:0000269|PubMed:15247239};,Optimum pH is 5.0. {ECO:0000269|PubMed:15247239};,Q75W54
4001,3.0,Retains 80% and 60% of the original activity after incubation for 30 days at pH 3.0 and pH 4.0 respectively. Unstable at pH higher than 5.0.;,Optimum pH is 3.0. Retains 80% and 60% of the original activity after incubation for 30 days at pH 3.0 and pH 4.0 respectively. Unstable at pH higher than 5.0.;,Q766C2
4002,2.6,Retains 95% and 79% of the original activity after incubation for 30 days at pH 3.0 and pH 10.0 respectively.;,Optimum pH is 2.6. Retains 95% and 79% of the original activity after incubation for 30 days at pH 3.0 and pH 10.0 respectively.;,Q766C3
4003,5.8,{ECO:0000269|PubMed:20030710};,Optimum pH is 5.8. {ECO:0000269|PubMed:20030710};,Q76CE8
4004,4.3,"Stable between pH 3.0 and 11.0 in the presence of BSA, and pH 4.0 and 9.5 in the absence of BSA. {ECO:0000269|PubMed:12543554};","Optimum pH is 4.3. Stable between pH 3.0 and 11.0 in the presence of BSA, and pH 4.0 and 9.5 in the absence of BSA. {ECO:0000269|PubMed:12543554};",Q76FP5
4005,8.0,{ECO:0000269|PubMed:15752689};,Optimum pH is around 8. {ECO:0000269|PubMed:15752689};,Q76HM7
4007,8.0,with pyridoxal as substrate (9.5 with L-fucose as substrate). {ECO:0000269|PubMed:15226311};,Optimum pH is 8.0 with pyridoxal as substrate (9.5 with L-fucose as substrate). {ECO:0000269|PubMed:15226311};,Q76KC2
4008,9.0,Stable from pH 6.0 to 9.5. {ECO:0000269|PubMed:15066172};,Optimum pH is 9.0. Stable from pH 6.0 to 9.5. {ECO:0000269|PubMed:15066172};,Q76KX0
4009,7.5,{ECO:0000269|PubMed:10724177};,Optimum pH is 7.5. {ECO:0000269|PubMed:10724177};,Q76MR7
4011,7.0,{ECO:0000269|PubMed:22950735};,Optimum pH is 7.0. {ECO:0000269|PubMed:22950735};,Q7LXP6
4012,6.5,Only 13% of activity is retained at pH 7.5. {ECO:0000269|PubMed:15364950};,Optimum pH is 6.5. Only 13% of activity is retained at pH 7.5. {ECO:0000269|PubMed:15364950};,Q7LYW5
4013,6.0,{ECO:0000269|PubMed:16549391};,Optimum pH is 6.0. {ECO:0000269|PubMed:16549391};,Q7LZQ1
4014,7.5,"Active from pH 5.5 to 11. {ECO:0000269|PubMed:6361187, ECO:0000269|PubMed:6387015};","Optimum pH is 7.5. Active from pH 5.5 to 11. {ECO:0000269|PubMed:6361187, ECO:0000269|PubMed:6387015};",Q7M3P9
