prot_index,uniprot_id,ph_dependence,note
31,A0A0S4FKT4,Activity is stable from pH 3.5 and 10.5. {ECO:0000269|PubMed:26227411};,
4236,Q9LXL5,"Optimum pH is 6.0-7.0 for degradative reaction (PubMed:22184213, PubMed:17257168). Optimum pH is 7.0 for synthetic reaction (PubMed:22184213). Optimum pH is 9.0-9.5 for synthetic reaction (PubMed:17257168). {ECO:0000269|PubMed:17257168};",more than 1 match
28,A0A0K8P6T7,"Optimum pH is 9 for PET film hydrolysis (PubMed:26965627). Optimum pH is 9 for PET (commercial drinking bottle) hydrolysis. Optimum pH is 6.5-8.0 for BHET hydrolysis (PubMed:29603535). Optimum pH is 8.0 for the hydrolysis of pNP-esters. The enzyme is active at pH 6-10, has an optimal pH range of 7-9 and it is rapidly inactivated below pH 7.0 or above pH 9.0 (PubMed:30502092). {ECO:0000269|PubMed:26965627, ECO:0000269|PubMed:29603535, ECO:0000269|PubMed:30502092};",more than 1 match
29,A0A0L7KF24,Optimum pH is 5 (food vacuole) (PubMed:12876284). Optimum pH is 7 (PubMed:12876284). {ECO:0000269|PubMed:12876284};,more than 1 match
93,A4UHT7,"Optimum pH is 6 for the reverse reaction (reduction) with activity decreasing sharply towards pH 4.5 and pH 7.5. Optimum pH is 9.5 for the forward reaction (oxidation) with greatly reduced activity at pH 6. {ECO:0000269|PubMed:17337529, ECO:0000269|PubMed:19648114};",more than 1 match
99,A5K3U9,"Optimum pH is 8.5 (PubMed:19931315). Optimum pH is 7-8 for the cleavage of the Cys-Gly dipeptide (PubMed:33303633). {ECO:0000269|PubMed:19931315, ECO:0000269|PubMed:33303633};",more than 1 match
176,B9W4V6,"Optimum pH is 4.7 with ABTS as substrate. Optimum pH is 7.2 with benzyl alcohol as substrate, and there is another optimum at pH 6.2. Optimum pH is 7.2 with dimethoxyphenol as substrate. Optimum pH is 6.0 with naphthalene as substrate. Optimum pH is 7.0 with pyridine as substrate. Optimum pH is 7.0 with veratryl alcohol as substrate, and there is another optimum at pH 5.5. {ECO:0000269|PubMed:15294788, ECO:0000269|PubMed:17410351, ECO:0000269|PubMed:19022254};",more than 1 match
184,C0HLV2,"Optimum pH is 2.5 (PubMed:28404794). At pH 4.5, the enzyme retains approximately 50% of its activity but it is almost completely inactivated at pH 8 (PubMed:28404794). Optimum pH is 3 with fluorescent bovine serum albumin (BSA) as substrate (PubMed:35915115). {ECO:0000269|PubMed:28404794, ECO:0000269|PubMed:35915115};",more than 1 match
188,C0KTJ6,"Optimum pH is 10.5 with 1,2-hexanediol as substrate. Optimum pH is 4.0 with acetoin as substrate. {ECO:0000269|PubMed:7551050};",more than 1 match
215,D3ZF77,Optimum pH is 10.5 for the dehydrogenase activity. Optimum pH is 6 for the reductase activity. {ECO:0000269|PubMed:17574202};,more than 1 match
256,E7FHP1,"Optimum pH is 9.0 (at 80 degrees Celsius) (PubMed:8830684). Optimum pH is 7.0 (at 55 degrees Celsius) (PubMed:9119024). {ECO:0000269|PubMed:8830684, ECO:0000269|PubMed:9119024};",more than 1 match
260,E7FI45,"Optimum pH is 9.0 (at 80 degrees Celsius) (PubMed:8830684). Optimum pH is 7.0 (at 55 degrees Celsius) (PubMed:9119024). {ECO:0000269|PubMed:8830684, ECO:0000269|PubMed:9119024};",more than 1 match
312,G5EB37,Optimum pH is 5.9 in the absence of effectors. Optimum pH is 7.1 in the presence of tryptophan. Optimum pH is 5.4 in the presence of tyrosine. Tryptophan broadens the pH range of detectable catalytic activity. {ECO:0000269|PubMed:10428795};,more than 1 match
332,H9XP47,"Optimum pH is 8.0 for meso-2,3-butanediol oxidation (PubMed:23666479). Optimum pH is 5.0 for (3S/3R)-acetoin reduction and 8.0 for diacetyl reduction (PubMed:23666479). {ECO:0000269|PubMed:23666479};",more than 1 match
357,J7SHB8,Optimum pH is 7.0 for indolepyruvate reduction. Optimum pH is 8.5 for indolelactate oxidation. {ECO:0000269|PubMed:4384683};,more than 1 match
362,K5BDL0,"Optimum pH is 6.0 (tag-less variant) (PubMed:31316802). Optimum pH is 5.8 (C-terminally tagged variant) (PubMed:25341489). {ECO:0000269|PubMed:25341489, ECO:0000269|PubMed:31316802};",more than 1 match
402,O08966,"Optimum pH is 8.5 for TEA transport (PubMed:10216142). Optimum pH is 8.4 for MPP(+) transport (PubMed:12176030). {ECO:0000269|PubMed:10216142, ECO:0000269|PubMed:12176030};",more than 1 match
410,O14569,Optimum pH is 6-7 for the electron donation reaction to monodehydroascorbate reaction (PubMed:23641721). Optimum pH is around 6.5 for re-reduction reaction process of the oxidized heme with ascorbate (PubMed:23641721). {ECO:0000269|PubMed:23641721};,more than 1 match
580,O88446,"Optimum pH is 8.5 for MPP(+) uptake (PubMed:9830022). Optimum pH is 8.5 for TEA uptake (PubMed:9632645). {ECO:0000269|PubMed:9632645, ECO:0000269|PubMed:9830022};",more than 1 match
597,O96935,"Optimum pH is 7 (PubMed:21659511). Active between 5-8.5 (PubMed:21659511). {ECO:0000269|PubMed:21659511}; pH dependence: Optimum pH is 7-7.5 (PubMed:20591164, PubMed:33536500, PubMed:19196988). Active from pH 5 to 9 (PubMed:33536500, PubMed:19196988). Has less than 20% of normal activity at pH 6.0 (PubMed:19196988). {ECO:0000269|PubMed:19196988, ECO:0000269|PubMed:20591164, ECO:0000269|PubMed:33536500};",more than 1 match
660,P07102,"Optimum pH is 4.5 for phytase activity (PubMed:8387749, PubMed:10696472). Optimum pH is 2.5 for acid phosphatase activity (PubMed:6282821). Optimum pH is 2.5-3.0 for acid phosphatase activity (PubMed:10696472). {ECO:0000269|PubMed:10696472, ECO:0000269|PubMed:6282821, ECO:0000269|PubMed:8387749};",more than 1 match
667,P07788,"Optimum pH is 7 for SGZ and bilirubin oxidation (PubMed:11514528, PubMed:11884407, PubMed:16391148). Optimum pH is about 4 for ditaurobilirubin oxidation (PubMed:16391148). Optimum pH is below 3.0 for ABTS oxidation (PubMed:11884407). Optimum pH is 8.0 for UB oxidation, whereas optimum pH for DB oxidation is 5.5 (PubMed:33618226). {ECO:0000269|PubMed:11514528, ECO:0000269|PubMed:11884407, ECO:0000269|PubMed:16391148, ECO:0000269|PubMed:33618226};",more than 1 match
741,P0AAF1,Optimum pH is 6.5 for uptake activity. Optimum pH is 9.2 for antiporter activity. {ECO:0000269|PubMed:9045651};,more than 1 match
746,P0ABP8,Optimum pH is 7.1 for deoxyinosine as substrate (PubMed:235429). Optimum pH is 7.5 for inosine as substrate (PubMed:235429). Optimum pH is 8.2 for hypoxanthine as substrate (PubMed:235429). {ECO:0000269|PubMed:235429};,more than 1 match
761,P0AEW6,Optimum pH is 8.2 for guanosine kinase activity. Optimum pH is 6.9 for inosine kinase activity. {ECO:0000269|PubMed:7665468};,more than 1 match
788,P0C7B0,Optimum pH is 6.8 in the absence of calcium ions. Optimum pH is 5.6-8.5 in the presence of calcium ions.;,more than 1 match
871,P11915,"Optimum pH is 7.6 with 3-oxooctanoyl-CoA and 3-oxo-2-methylpalmitoyl-CoA as substrates (PubMed:9325339). Optimum pH is 9.5 with 3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA as substrate (PubMed:10706581). {ECO:0000269|PubMed:10706581, ECO:0000269|PubMed:9325339};",more than 1 match
1044,P31658,"Optimum pH is between 6 and 8 for glyoxalase activity (PubMed:21696459, PubMed:7848303). Significant inhibition of glyoxalase activity below pH 5 (PubMed:21696459). Optimum pH is 8 for aminopeptidase activity (PubMed:15550391). {ECO:0000269|PubMed:15550391, ECO:0000269|PubMed:21696459, ECO:0000269|PubMed:7848303};",more than 1 match
1065,P32178,Optimum pH isin the absence of effectors. Optimum pH is 7 in the presence of tryptophan. Optimum pH is 5 in the presence of tyrosine. {ECO:0000269|PubMed:2187528};,more than 1 match
1089,P34227,"Optimum pH is 7.0 (PubMed:10821871). Optimum pH is 8.5 (using glutaredoxin as electron donor) (PubMed:20059400). {ECO:0000269|PubMed:10821871, ECO:0000269|PubMed:20059400};",more than 1 match
1109,P37412,"Optimum pH is 9.0 (PubMed:4889950). Optimum pH is 9.5 (PubMed:14087358). {ECO:0000269|PubMed:14087358, ECO:0000269|PubMed:4889950};",more than 1 match
1134,P38571,"Optimum pH is 4.5-5 (PubMed:8112342). Optimum pH is 4.4 with either cholesterol oleate or trioleoylglycerol as substrate (PubMed:7204383). {ECO:0000269|PubMed:7204383, ECO:0000269|PubMed:8112342};",more than 1 match
1152,P39386,Optimum pH is 9.0 for K(+)/H(+) exchange activity (PubMed:23701827). Optimum pH is 9.25 for Na(+)/H(+) exchange activity (PubMed:23701827). {ECO:0000269|PubMed:23701827};,more than 1 match
1179,P41499,Optimum pH is 7.0-7.5 (isoform 1). Optimum pH is 8.5 (isoform 2). {ECO:0000269|PubMed:7512964};,more than 1 match
1184,P42588,"Optimum pH is 7.2 (PubMed:3510672). Optimum pH is 9.0. Active at alkaline pH. {ECO:0000269|PubMed:12617754, ECO:0000269|PubMed:3510672};",more than 1 match
1235,P51555,Optimum pH is 6.5-7.7 for the conversion of 2-phosphoglycerate to phosphoenolpyruvate (PubMed:15794763). Optimum pH is 6.0 for the conversion of phosphoenolpyruvate to 2-phosphoglycerate (PubMed:15794763). {ECO:0000269|PubMed:15794763};,more than 1 match
1243,P52061,"Optimum pH is 10-10.5 (PubMed:12297000). Optimum pH is 9.0 (PubMed:17976651). Reaction rates under neutral conditions are <40% of the maximum (PubMed:12297000). {ECO:0000269|PubMed:12297000, ECO:0000269|PubMed:17976651};",more than 1 match
1248,P52569,Optimum pH is 7.5 for L-arginine transport. {ECO:0000269|PubMed:9174363}; pH dependence: Optimum pH is 7-8.5 for L-arginine transport. {ECO:0000269|PubMed:9174363};,more than 1 match
1410,P84193,"Optimum pH is 5.8 for dehydration of anhydrofructose and 6.8 for isomerization of ascopyrone M (PubMed:15716041). Optimum pH is 6.0 for dehydration of 2-dehydro-D-glucopyranose (D-glucosone) (PubMed:8352649). {ECO:0000269|PubMed:15716041, ECO:0000269|PubMed:8352649};",more than 1 match
1429,P86383,Optimum pH is 6.5 at 37 degrees Celsius for bacteriolytic activity. Optimum pH is 3 at 40 degrees Celsius for chitinase activity. {ECO:0000269|PubMed:24200802};,more than 1 match
1438,P93046,"Optimum pH is 5 for the XET activity. Optimum pH is 4.5 - 4.75 for the XEH activity. {ECO:0000269|PubMed:23104861, ECO:0000269|PubMed:25446234};",more than 1 match
1493,P9WIE5,"Optimum pH is 7.0 for the catalase activity and 4.5-5.5 for the peroxidase activity (PubMed:9006925). Optimum pH is 4.75 for the peroxidase activity (PubMed:18178143). {ECO:0000269|PubMed:18178143, ECO:0000269|PubMed:9006925};",more than 1 match
1515,P9WLZ7,"Optimum pH is 8.5 for pNPP hydrolysis (PubMed:19016841). Optimum pH is 8.0 for pNPP hydrolysis (PubMed:19700407). {ECO:0000269|PubMed:19016841, ECO:0000269|PubMed:19700407};",more than 1 match
1524,P9WN39,"Optimum pH is 7.5 in the presence of magnesium and cobalt ions (PubMed:7937767, PubMed:19695264). Optimum pH is 7 in the presence of manganese ions (PubMed:7937767). {ECO:0000269|PubMed:19695264, ECO:0000269|PubMed:7937767};",more than 1 match
1561,Q02499,Optimum pH is 7.2 at 30 degrees Celsius. Optimum pH is 6.8 at 60 degrees Celsius. {ECO:0000269|PubMed:3711058};,more than 1 match
1567,Q03649,"Optimum pH is 7.0 for MAG lipase activity. Active over a broad pH range from pH 6 to pH 9 (PubMed:26991558). Optimum pH is 8.5 for p-nitrophenyl palmitate and pH 7.5 for both p-nitrophenyl acetate and p-nitrophenyl butyrate (PubMed:29225428). {ECO:0000269|PubMed:26991558, ECO:0000269|PubMed:29225428};",more than 1 match
1628,Q0J290,Optimum pH is 7.0 with spermidine as substrate (PubMed:24634478). Optimum pH is 6.5 with spermine as substrate (PubMed:24634478). {ECO:0000269|PubMed:24634478};,more than 1 match
1652,Q12524,"Optimum pH is 7.0 for CoA hydrolysis (PubMed:10922370). Optimum pH is 8.0-8.5 for 8-oxo-dGTP hydrolysis (PubMed:15475388). {ECO:0000269|PubMed:10922370, ECO:0000269|PubMed:15475388};",more than 1 match
1664,Q15067,Optimum pH is 8.5. {ECO:0000269|PubMed:17603022}; pH dependence: Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:17603022};,more than 1 match
1733,Q38882,Optimum pH is 4.5 to 5.0 in the presence of micromolar levels of Ca(2+) and PIP2. Optimum pH is 5.5 to 6.5 in the presence of millimolar levels of Ca(2+). {ECO:0000269|PubMed:10441386};,more than 1 match
1740,Q39172,"Optimum pH is 8.0 for 9,10-phenanthrenequinone-reduction. Optimum pH is 6.5-7.0 for azodicarboxylic acid bis[dimethylamide]-reduction (PubMed:10848984). Optimum pH is 6.0 with (2E)-hexenal or 4-hydroxy-(2E)-nonenal as substrate (PubMed:12514241). {ECO:0000269|PubMed:10848984, ECO:0000269|PubMed:12514241};",more than 1 match
1914,Q5EZ72,"Optimum pH is 7.5 (PubMed:16255717). Optimum pH is 9 (PubMed:15708357). {ECO:0000269|PubMed:15708357, ECO:0000269|PubMed:16255717};",more than 1 match
1943,Q5NAI7,Optimum pH is 6.0 with thermospermine as substrate (PubMed:24105034). Optimum pH is 8.5 with spermine as substrate (PubMed:24105034). {ECO:0000269|PubMed:24105034};,more than 1 match
1975,Q60GU1,Optimum pH is 8.0 for decarboxylation. Optimum pH is 7.0 for carboxylation. {ECO:0000269|PubMed:15466039};,more than 1 match
2001,Q6A0I4,"Optimum pH is 8 (PubMed:23604968). Optimum pH is 6.0-6.5 (PubMed:15638529). Optimum pH is 7.5 (PubMed:20816933). {ECO:0000269|PubMed:15638529, ECO:0000269|PubMed:20816933, ECO:0000269|PubMed:23604968};",more than 1 match
2007,Q6DWK3,"Optimum pH is 8 (PubMed:15555935). Optimum pH is 8.5 (PubMed:7592838). Optimum pH is 11-12 (PubMed:8987657). {ECO:0000269|PubMed:15555935, ECO:0000269|PubMed:7592838, ECO:0000269|PubMed:8987657};",more than 1 match
2015,Q6IP81,Optimum pH is 8.5 at room temperature (with LTA4 as substrate) (PubMed:9744798). Optimum pH is 7.5 at room temperature (with alanine-4-nitroanilide as substrate) (PubMed:9744798). {ECO:0000269|PubMed:9744798};,more than 1 match
2079,Q75N73,"Optimum pH is 7.5. {ECO:0000269|PubMed:18270315}; pH dependence: Optimum pH is 7.5. {ECO:0000269|PubMed:18270315, ECO:0000269|PubMed:21653899}; pH dependence: Optimum pH is 7.5 (PubMed:18270315). Optimum temperature is 37 degrees Celsius (PubMed:18270315). {ECO:0000269|PubMed:18270315};",more than 1 match
2111,Q7RTT9,"Optimum pH is 6.0 for histamine uptake (PubMed:22396231). Optimum pH is 6.6 for adenosine, serotonin and inosine uptake (PubMed:20592246). Optimum pH is 6.0 for adenosine uptake (PubMed:16873718, PubMed:31537831). Does not transport adenosine at pH 7.4 (PubMed:16873718). {ECO:0000269|PubMed:16873718, ECO:0000269|PubMed:20592246, ECO:0000269|PubMed:22396231, ECO:0000269|PubMed:31537831};",more than 1 match
2140,Q81862,"Optimum pH is 8.0 for GTP (methyltransferase). Optimum pH is 4-7.8 for FTC-casein (putative protease). {ECO:0000269|PubMed:32039053, ECO:0000269|PubMed:35268608};",more than 1 match
2241,Q8IJR9,Optimum pH is 7.4 with glutamine as substrate (PubMed:21413787). Optimum pH is 9.2 with NH4(+) as exogenous source of ammonia (PubMed:21413787). {ECO:0000269|PubMed:21413787};,more than 1 match
2245,Q8IL11,"Optimum pH is 8.5 (PubMed:17107951, PubMed:33536500). Active between pH 7 and 11 (PubMed:17107951, PubMed:33536500). Optimum pH is 8 for the cleavage of the Cys-Gly dipeptide (PubMed:33303633). {ECO:0000269|PubMed:17107951, ECO:0000269|PubMed:33303633, ECO:0000269|PubMed:33536500};",more than 1 match
2247,Q8IM15,"Optimum pH is 5.2 (PubMed:16624575). Activity decreases sharply at pH above 6 (PubMed:16624575). Optimum pH is 5.5-7.5 (PubMed:18312598). {ECO:0000269|PubMed:16624575, ECO:0000269|PubMed:18312598};",more than 1 match
2278,Q8L3C7,"Optimum pH is 7.0-8.0 for mature LGOX (Ref.2). Optimum pH is 7.0 for recombinant LGOX expressed in E.coli (PubMed:14769868). {ECO:0000269|PubMed:14769868, ECO:0000269|Ref.2};",more than 1 match
2479,Q96FL8,"Optimum pH is 8.0 for agmatine uptake (PubMed:21128598). Optimum pH is 8.5. Active from pH 6 to 8.5. {ECO:0000269|PubMed:16330770, ECO:0000269|PubMed:17509534, ECO:0000269|PubMed:21128598};",more than 1 match
2488,Q972D2,"Optimum pH is 8.0 (for L-aspartate oxidation) (PubMed:18226609). Optimum pH is about 10.0. Stable between pH 7.0 and 10.0 (PubMed:23371294). {ECO:0000269|PubMed:18226609, ECO:0000269|PubMed:23371294};",more than 1 match
2569,Q9C9G4,"Optimum pH is 7-8 with ssDNA as substrate (PubMed:22506810, PubMed:23620482). Optimum pH is 6 with RNA as substrate (PubMed:22506810). Optimum pH is 5.5 with dsDNA as substrate (PubMed:23620482). {ECO:0000269|PubMed:22506810, ECO:0000269|PubMed:23620482};",more than 1 match
2593,Q9FK25,"Optimum pH is 7.5 (PubMed:10700397, PubMed:20652169). Optimum pH is 7.8 for acetylserotonin O-methyltransferase activity (PubMed:25039887). {ECO:0000269|PubMed:10700397, ECO:0000269|PubMed:20652169, ECO:0000269|PubMed:25039887};",more than 1 match
2601,Q9FPK5,Optimum pH is 8.0 with L-ornithine as substrate (PubMed:11736657). Optimum pH is 6.8 with L-lysine as substrate (PubMed:11736657). {ECO:0000269|PubMed:11736657};,more than 1 match
2602,Q9FR37,"Optimum pH is 7.0 (PubMed:12620340). Optimum pH is 7.5 (PubMed:27135507). {ECO:0000269|PubMed:12620340, ECO:0000269|PubMed:27135507};",more than 1 match
2618,Q9GT49,Optimum pH is 8.1 with spermidine as substrate. Optimum pH is 8.5 with glutathionylspermidine as substrate. {ECO:0000269|PubMed:12121990};,more than 1 match
2625,Q9H227,"Optimum pH is 6.0-7.0 for the glucosylceramidase activity (PubMed:11784319, PubMed:17595169). Optimum pH is 6.0 for the hydrolysis of 4-methylumbelliferyl-beta-D-glucopyranoside (PubMed:20728381). Activity decreases sharply with increasing acidity and is less than 4% at pH 4 (PubMed:11784319). {ECO:0000269|PubMed:11784319, ECO:0000269|PubMed:17595169, ECO:0000269|PubMed:20728381};",more than 1 match
2747,Q9NJP9,"Optimum pH is 8.0 (PubMed:10759857). Optimum pH is 8.5 for glycerol phosphorylation and 7.0 for ATP formation (PubMed:11154065). {ECO:0000269|PubMed:10759857, ECO:0000269|PubMed:11154065};",more than 1 match
2755,Q9NR71,"Optimum pH is 7.5-9.5 for N-hexadecanoylsphing-4-enine (PubMed:10781606). Optimum pH is 7.5 for D-erythro-C12-NBD-ceramide (PubMed:16229686). Optimum pH is 7.5 for N-octanoylsphing-4-enine (PubMed:17475390). {ECO:0000269|PubMed:10781606, ECO:0000269|PubMed:16229686, ECO:0000269|PubMed:17475390};",more than 1 match
2800,Q9S795,Optimum pH is 10.75 with 4-aminobutanal as substrate. Optimum pH is 10.5 with 3-aminopropanal as substrate. {ECO:0000269|PubMed:27725774};,more than 1 match
2835,Q9STS1,Optimum pH is 9.75 with 4-aminobutanal as substrate. Optimum pH is 9.5 with 3-aminopropanal as substrate. {ECO:0000269|PubMed:27725774};,more than 1 match
2839,Q9SU79,Optimum pH is 6.5 with thermospermine as substrate (PubMed:24906355). Optimum pH is 7.5 with spermine as substrate (PubMed:24906355). {ECO:0000269|PubMed:24906355};,more than 1 match
2869,Q9ULC5,Optimum pH is 9.5. {ECO:0000269|PubMed:17681178}; pH dependence: Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:17681178};,more than 1 match
2938,Q9Y226,"Optimum pH is 6.4 for urate transport (PubMed:35462902). Optimum pH is 5.0 for p-aminohippurate transport (PubMed:18411268). {ECO:0000269|PubMed:18411268, ECO:0000269|PubMed:35462902};",more than 1 match
2980,R4ZGN4,"Optimum pH is 8.5 in glycine-NaOH. Optimum pH is between 7.5 and 9.5 in potassium phosphate, Tris-HCl and Tris-acetate. {ECO:0000269|PubMed:23773263};",more than 1 match
3002,W8CV45,Optimum pH is around 11.0 for oxidative deamination (PubMed:24835098). Optimum pH is 7.5 for reductive amination (PubMed:24835098). Retains more than 80% of its activity after incubation for 30 min at pH 5.0-11.5 (PubMed:24835098). {ECO:0000269|PubMed:24835098};,more than 1 match
3028,A0A1B1PF34,Optimum pH is 7.5 for recombinant LGox (PubMed:27999974). Optimum pH is 7-8.5 for proteinase K-treated recombinant LGox (PubMed:27999974). {ECO:0000269|PubMed:27999974};,more than 1 match
3029,A0A1C9U5X5,Optimum pH is 8.5 with (R)-reticuline as substrate. Optimum pH is 7.0-9.0 with (S)-reticuline as substrate. {ECO:0000269|PubMed:27634038};,more than 1 match
3106,A8J4S9,"Optimum pH is 6.7 when incubated for 5 minutes at 35 degrees Celsius. Active from pH 4.5 to 12.5 when incubated for 5 minutes at 35 degrees Celsius. Optimum pH is 7.0 when incubated for 24 hours at 4 degrees Celsius. Active from pH 5.0 to 10.5 when incubated for 24 hours at 4 degrees Celsius. {ECO:0000269|PubMed:11826961, ECO:0000269|PubMed:17827701};",more than 1 match
3177,B9W4V8,"Optimum pH is 5.0 with ABTS as substrate. Optimum pH is 6.0 with dimethoxyphenol as substrate. Optimum pH is 8.0 with benzyl alcohol as substrate, and there is another optimum at pH 4.5. Optimum pH is 6.0 with naphthalene as substrate. Optimum pH is 7.0 with pyridine as substrate. Optimum pH is 7.5 with veratryl alcohol as substrate, and there is another optimum at pH 4.5. {ECO:0000269|PubMed:17601809};",more than 1 match
3378,O29370,Optimum pH is 8.0 for NADP reduction with F420H(2). Optimum pH is 5.5 for F420 reduction with NADPH. {ECO:0000269|Ref.2};,more than 1 match
3608,P50199,Optimum pH is 10.0 for gluconate oxidation. Optimum pH is 5.0 for 5-ketogluconate reduction. {ECO:0000269|PubMed:7751271};,more than 1 match
3619,P55300,"Optimum pH is 6.0 (PubMed:1765081). Optimum pH is 4.0 (PubMed:7852356). {ECO:0000269|PubMed:1765081, ECO:0000269|PubMed:7852356};",more than 1 match
3683,P86351,"Optimum pH is 3.0 with ABTS as substrate, activity decreases sharply as pH increases, and no activity is seen at pH 7.0. Optimum pH is 4.0 with syringic acid as substrate, 5.0 with caffeic acid, syringaldazine, vanillic acid or catechol as substrate, and 6.0 with levodihydroxyphenylalanine as substrate. Inactive after 3 hours incubation at pH 2.0, retains 20% of its activity after 24 hours at pH 3.0 and 90% of its activity after 24 hours at pH 9.0. {ECO:0000269|Ref.1};",more than 1 match
3745,Q0QFQ3,"Optimum pH is 7.2-7.7 (PubMed:7400101). Optimum pH is 7.6 (PubMed:23204427). {ECO:0000269|PubMed:23204427, ECO:0000269|PubMed:7400101};",more than 1 match
4019,Q7T2V2,"Optimum pH is about 5.0 with n-propyl gallate as substrate, and another smaller pH optimum is observed spanning pH 9.5-10.5. Optimum pH is 10.5 with dopamine as substrate.;",more than 1 match
4046,Q84UB5,Optimum pH is 7-8 with salicylic acid as substrate (PubMed:14630969). Optimum pH is 7.5 with benzoic acid as substrate (PubMed:14630969). {ECO:0000269|PubMed:14630969};,more than 1 match
4338,A0A1C7E424,Optimum pH is 9.0 for Na(+)/H(+) and Li(+)/H(+) antiport activities. Optimum pH is 8.5 for K(+)/H(+) antiport activity. {ECO:0000269|PubMed:30061877};,more than 1 match
4367,B0K2C2,Optimum pH is 6.0 for phosphorolytic activity. Optimum pH is 5.0 for the synthetic reaction. {ECO:0000269|PubMed:25500577};,more than 1 match
4368,B0K2C3,Optimum pH is 6.0 for phosphorolytic activity. Optimum pH is 5.5 for the synthetic reaction. {ECO:0000269|PubMed:25500577};,more than 1 match
4378,B3EWI3,Optimum pH is 5.2 with ABTS as substrate. Optimum pH is 6.8 with hydroquinone as substrate. {ECO:0000269|PubMed:23093860};,more than 1 match
4883,Q92DF6,Optimum pH is 7.0 for phosphorolytic activity. Optimum pH is 6.0 for the synthetic reaction. {ECO:0000269|PubMed:26632508};,more than 1 match
4942,Q9ZW19,Optimum pH is 7.5 for quinuclidinone reduction. Optimum pH is 6.0 for 4-methylcyclohexanone reduction. {ECO:0000269|PubMed:18221363};,more than 1 match
