prot_index,ph,note,ph_dependence,uniprot_id,min_max_diff,activity,reaction_type
1509,12.0,,"Optimum pH is 8.5. Exhibits a dramatic drop in activity at low pH, with less than 50% activity remaining at pH 7. In contrast, the activity is extremely stable at alkaline pH, with more than 50% activity remaining at pH 12. {ECO:0000269|PubMed:11914086};",P9WKI9,,0.5,
1510,9.0,,"Optimum pH is 8.5-9.5 for PAP phosphatase activity, 9.3 for IMPase activity, and about 10 for FBPase activity. IMPase activity shows a dramatic decrease at low pH. In contrast, IMPase activity is highly stable at alkaline pH, with more than 60% activity remaining at pH 12. {ECO:0000269|PubMed:16325768, ECO:0000269|PubMed:18454554};",P9WKJ1,,1.0,
1513,7.0,,Is most active at neutral pH. {ECO:0000269|PubMed:26036301};,P9WKQ1,,1.0,
1530,8.0,,Is more active at pH 8.0 rather than at pH 7.0 or pH 6.0. {ECO:0000269|PubMed:22529992};,P9WNW5,,1.0,
1536,8.4,,Active at pH 8.4 and inactive at pH 7.5. {ECO:0000269|PubMed:16321983};,P9WPJ9,,0.8,
1536,7.5,,Active at pH 8.4 and inactive at pH 7.5. {ECO:0000269|PubMed:16321983};,P9WPJ9,,0.0,
1580,6.75,,"Optimum pH is 6.0-8.5 (PubMed:8940025). Optimum pH for geranylgeranyl-P-P phosphatase reaction is 5.0-5.5 (PubMed:10329682). {ECO:0000269|PubMed:10329682, ECO:0000269|PubMed:8940025};",Q05521,,1.0,
1605,9.0,,Optimum pH is >8.5. {ECO:0000269|PubMed:20560668};,Q07794,,1.0,
1626,9.0,,"Optimum pH is 9 with 3-hydroxykynurenine and pyruvate, or L-alanine and glyoxylate as substrates (at 50 degrees Celsius). {ECO:0000269|PubMed:11880382, ECO:0000269|PubMed:12220660};",Q0IG34,,1.0,
1634,8.0,,Most stable at pH 8.0. Unstable at acidic pH values. {ECO:0000269|PubMed:8555176};,Q0QLF1,,1.0,
1635,8.0,,Most stable at pH 8.0. Unstable at acidic pH values. {ECO:0000269|PubMed:8555176};,Q0QLF2,,1.0,
1636,8.0,,Most stable at pH 8.0. Unstable at acidic pH values. {ECO:0000269|PubMed:8555176};,Q0QLF3,,1.0,
1662,8.5,,"Optimum pH is 9.0 (isoform 1), 8.0 (isoform 3). Isoform 1 is less sensitive to pH. Isoform 1, isoform 2 and isoform 3 all retain some activity at pH 9.5. {ECO:0000269|PubMed:12176993, ECO:0000269|PubMed:18175805};",Q13822,,1.0,
1670,8.25,,"Optimum pH is 8.25 with DL-3-hydroxykynurenine as substrate. {ECO:0000269|PubMed:11985583, ECO:0000269|PubMed:17300176, ECO:0000269|PubMed:8706755, ECO:0000269|PubMed:9180257};",Q16719,,1.0,
1672,7.0,,Optimum at neutral pH. {ECO:0000269|PubMed:10231530};,Q16836,,1.0,
1690,5.4,,Retains more than 90% of its maximum activity between pH 5.4 and 6.4 in the ionic strength range of I=0.005-0.01. In buffers of I=0.005 more than 75% of maximum activity is retained between pH 5.3 and 7.5. In buffers of I=0.02 more than 75% of maximum activity is retained between pH 5.3 and 6.5. {ECO:0000269|PubMed:17160350};,Q1XG90,,0.9,
1690,6.4,,Retains more than 90% of its maximum activity between pH 5.4 and 6.4 in the ionic strength range of I=0.005-0.01. In buffers of I=0.005 more than 75% of maximum activity is retained between pH 5.3 and 7.5. In buffers of I=0.02 more than 75% of maximum activity is retained between pH 5.3 and 6.5. {ECO:0000269|PubMed:17160350};,Q1XG90,,0.9,
1704,8.1,,"Optimum pH is 8.0 with tributylglycerol as substrate, and 8.2 with retinyl palmitate as substrate. Active from pH 4.5-9.5 with retinyl palmitate as substrate. {ECO:0000269|PubMed:16223870, ECO:0000269|PubMed:9490062, ECO:0000269|PubMed:9799112};",Q29550,,1.0,
1737,4.5,,Optimum pH is acidic. {ECO:0000269|PubMed:8281191};,Q38967,,1.0,
1791,8.0,,"Optimum pH is 8.0 for ATP hydrolysis activity. Loses 50% of the activity at pH 7.0 or 8.5, has less than 20% activity at pH 6.5 and virtually no activity at pH 9.0. {ECO:0000269|PubMed:8632017};",Q47910,,1.0,
1791,7.0,,"Optimum pH is 8.0 for ATP hydrolysis activity. Loses 50% of the activity at pH 7.0 or 8.5, has less than 20% activity at pH 6.5 and virtually no activity at pH 9.0. {ECO:0000269|PubMed:8632017};",Q47910,,0.5,
1791,8.5,,"Optimum pH is 8.0 for ATP hydrolysis activity. Loses 50% of the activity at pH 7.0 or 8.5, has less than 20% activity at pH 6.5 and virtually no activity at pH 9.0. {ECO:0000269|PubMed:8632017};",Q47910,,0.5,
1791,6.5,,"Optimum pH is 8.0 for ATP hydrolysis activity. Loses 50% of the activity at pH 7.0 or 8.5, has less than 20% activity at pH 6.5 and virtually no activity at pH 9.0. {ECO:0000269|PubMed:8632017};",Q47910,,0.2,
1791,9.0,,"Optimum pH is 8.0 for ATP hydrolysis activity. Loses 50% of the activity at pH 7.0 or 8.5, has less than 20% activity at pH 6.5 and virtually no activity at pH 9.0. {ECO:0000269|PubMed:8632017};",Q47910,,0.05,
1792,7.0,,"Optimum pH is 7. It maintains more than 70% of its optimal activity even at pH 5.0. PcpD loses its activity quickly in basic solutions, retaining less than 20% of its optimal activity at pH 8.0. {ECO:0000269|PubMed:19325743};",Q47914,,1.0,
1792,5.0,,"Optimum pH is 7. It maintains more than 70% of its optimal activity even at pH 5.0. PcpD loses its activity quickly in basic solutions, retaining less than 20% of its optimal activity at pH 8.0. {ECO:0000269|PubMed:19325743};",Q47914,,0.7,
1792,8.0,,"Optimum pH is 7. It maintains more than 70% of its optimal activity even at pH 5.0. PcpD loses its activity quickly in basic solutions, retaining less than 20% of its optimal activity at pH 8.0. {ECO:0000269|PubMed:19325743};",Q47914,,0.2,
1798,8.5,,"Optimum pH is 9 with acetylputrescine, N(1)-acetylspermidine, and N(8)-acetylspermidine as substrates, and is 8 with acetylcadaverine as substrate. {ECO:0000269|PubMed:3207420};",Q48935,,1.0,
1806,6.7,,"Optimum pH is 6.7. At pH 6.7, glyceraldehyde is the predominant substrate, however at pH 7.5 the dehydrogenase exhibits activity preferentially towards the aliphatic aldehydes such as formaldehyde, acetaldehyde and propionaldehyde. {ECO:0000269|PubMed:10095793};",Q4J6M3,,1.0,
1826,7.5,,Optimum pH is near 7.5. {ECO:0000269|PubMed:15340796};,Q50497,,1.0,
1828,7.5,,Optimum pH is7.5-7.6. {ECO:0000269|PubMed:15911762};,Q50EK6,,1.0,
1836,7.8,,Optimum pH is approximately 7.8. {ECO:0000269|PubMed:8529644};,Q51782,,1.0,
1845,7.4,,Optimum pH is near 7.4. {ECO:0000269|PubMed:10082933};,Q54530,,1.0,
1857,8.25,,"Optimum pH is 8.25. Stable at pH 7.5 and 4 degrees Celsius in the presence of DTT, EDTA and NaN(3) for at least one month. 57% and 72% of the maximum activity observed at pH 7.5 and 9.0, respectively. {ECO:0000269|Ref.2};",Q56575,,1.0,
1859,5.4,,"Optimum pH is 5.5 with chitotriitol as substrate, and 5.3 with (GlcN)2 as substrate. Activity is lost below pH 3.5 and above pH 8.0. {ECO:0000269|PubMed:16316314, ECO:0000269|PubMed:2351651};",Q56F26,,1.0,
1859,3.4,,"Optimum pH is 5.5 with chitotriitol as substrate, and 5.3 with (GlcN)2 as substrate. Activity is lost below pH 3.5 and above pH 8.0. {ECO:0000269|PubMed:16316314, ECO:0000269|PubMed:2351651};",Q56F26,,0.0,
1859,8.1,,"Optimum pH is 5.5 with chitotriitol as substrate, and 5.3 with (GlcN)2 as substrate. Activity is lost below pH 3.5 and above pH 8.0. {ECO:0000269|PubMed:16316314, ECO:0000269|PubMed:2351651};",Q56F26,,0.0,
1892,7.0,,"Optimum pH for hydrolysis of beta-cyclodextrin is approximately 7.5 (PubMed:9606956, PubMed:16536613). Optimum pH for hydrolysis of soluble starch is 6.0 and 6.0-7.0 for hydrolysis of pullulan (PubMed:9606956). {ECO:0000269|PubMed:16536613, ECO:0000269|PubMed:9606956};",Q59226,,1.0,
1895,7.5,,"Optimum pH is 7.5. This optimal pH, slightly higher than normal physiological conditions, may be necessary to ensure that the proper ionic nature of the zwitterionic anthracycline substrates is maintained for optimal recognition. {ECO:0000269|PubMed:9864343};",Q59971,,1.0,
1931,7.0,,High activity at a wide pH range between 7.0-11.5 at 20 degrees Celsius and pH 7.5. It is not fully stable at pH 6 or under and at pH 12 or over. It loses over 85% of its activity at pH 3 or under and at pH 13. {ECO:0000269|PubMed:20100702};,Q5JIZ5,,0.9,
1931,11.5,,High activity at a wide pH range between 7.0-11.5 at 20 degrees Celsius and pH 7.5. It is not fully stable at pH 6 or under and at pH 12 or over. It loses over 85% of its activity at pH 3 or under and at pH 13. {ECO:0000269|PubMed:20100702};,Q5JIZ5,,0.9,
1938,8.5,cofactor: NAD+,"Optimum pH is pH 8.5 (NAD reduction, bile acid oxidation) and 6.5 (NADH oxidation, bile acid reduction). {ECO:0000269|PubMed:14756531};",Q5LA59,,1.0,oxidation
1938,6.5,cofactor: NADH,"Optimum pH is pH 8.5 (NAD reduction, bile acid oxidation) and 6.5 (NADH oxidation, bile acid reduction). {ECO:0000269|PubMed:14756531};",Q5LA59,,1.0,reduction
1951,6.0,,"Optimum pH is 6.0. Stable at pH 4.5-5.0, and a loss of less than 10% of the initial activity is observed after 1 hour of incubation at these pH. {ECO:0000269|PubMed:18071260};",Q5SHZ8,,1.0,
1951,4.5,,"Optimum pH is 6.0. Stable at pH 4.5-5.0, and a loss of less than 10% of the initial activity is observed after 1 hour of incubation at these pH. {ECO:0000269|PubMed:18071260};",Q5SHZ8,,0.9,
1960,6.0,,"Optimum pH is 6-9 for the oxygenation reaction and 10.5 for the oxidation reaction. {ECO:0000269|PubMed:3818566, ECO:0000269|PubMed:6501250, ECO:0000269|PubMed:6885723};",Q5W9R9,,1.0,reduction
1960,9.0,,"Optimum pH is 6-9 for the oxygenation reaction and 10.5 for the oxidation reaction. {ECO:0000269|PubMed:3818566, ECO:0000269|PubMed:6501250, ECO:0000269|PubMed:6885723};",Q5W9R9,,1.0,reduction
1960,10.5,,"Optimum pH is 6-9 for the oxygenation reaction and 10.5 for the oxidation reaction. {ECO:0000269|PubMed:3818566, ECO:0000269|PubMed:6501250, ECO:0000269|PubMed:6885723};",Q5W9R9,,1.0,oxidation
1963,7.25,,"Optimum pH is from 5.5 to 9.0 for xylosyltransferase activity. Optimum pH is 5.5 for Beta-1,3-glucuronyltransferase activity. {ECO:0000269|PubMed:23125099};",Q5XPT3,,1.0,
1976,6.0,,Optimum pH is from 5 to 7. {ECO:0000269|PubMed:8343522};,Q62867,,1.0,
1978,6.0,,"Optimum pH is 6.0 for the transport of the drug quinidine. No transport activity is observed at pH 7.5, possibly due to the protonation of quininide at pH6.0 (PubMed:11408531). TEA transport is independent of any pH (PubMed:8955087). {ECO:0000269|PubMed:11408531, ECO:0000269|PubMed:8955087};",Q63089,,1.0,
1985,6.5,,"Optimum pH is 6.5 for both lactose and ONPG hydrolysis. Stable at pH 5-8 and most stable at 6.5, retaining more than 90% and 80% of its activity when incubated at pH 6.5 and 37 degrees Celsius for 5 days and 1 month, respectively. {ECO:0000269|PubMed:20852995};",Q65CX4,,1.0,
1998,7.25,,Stable from 6 to 8.5. {ECO:0000269|PubMed:10497107};,Q69422,,1.0,
2018,6.5,,"Optimum pH is 6.5 for the oxidation of D-glucose by NADP(+). At the physiological pH of 4.6 found in the cytoplasm of Picrophilus cells, the enzyme shows merely 10% of its maximal activity. {ECO:0000269|PubMed:15691337};",Q6L047,,1.0,oxidation
2053,9.3,,Optimum pH i 9.3. {ECO:0000269|PubMed:15322098};,Q6WRT6,,1.0,
2070,5.4,,Optimum pH is 5.4. Displays 50% of the optimal activity between pH values 4.0 and 6.2. A pH above 7 leads to a complete inhibition of the enzyme. {ECO:0000269|PubMed:15735966};,Q70XJ9,,1.0,
2070,4.0,,Optimum pH is 5.4. Displays 50% of the optimal activity between pH values 4.0 and 6.2. A pH above 7 leads to a complete inhibition of the enzyme. {ECO:0000269|PubMed:15735966};,Q70XJ9,,0.5,
2070,6.2,,Optimum pH is 5.4. Displays 50% of the optimal activity between pH values 4.0 and 6.2. A pH above 7 leads to a complete inhibition of the enzyme. {ECO:0000269|PubMed:15735966};,Q70XJ9,,0.5,
2070,7.1,,Optimum pH is 5.4. Displays 50% of the optimal activity between pH values 4.0 and 6.2. A pH above 7 leads to a complete inhibition of the enzyme. {ECO:0000269|PubMed:15735966};,Q70XJ9,,0.0,
2078,4.0,,Full hemagglutinating activity after 3 hours of incubation at pH 3-9 at room temperature. {ECO:0000269|PubMed:15047697};,Q75N35,,1.0,
2078,8.0,,Full hemagglutinating activity after 3 hours of incubation at pH 3-9 at room temperature. {ECO:0000269|PubMed:15047697};,Q75N35,,1.0,
2143,9.6,,Optimum pH is >9.5. {ECO:0000269|PubMed:18955706};,Q81RQ4,,1.0,
2170,10.0,,"Optimum pH for hemolytic activity is 10. Hemolytic activity increases with increasing pH from pH 7 to pH 10, but almost no hemolytic activity is observed below pH 6.5 (PubMed:7876091, PubMed:8663224). Binds to lactose between pH 4-10 (PubMed:9058193, PubMed:9805377). Pore formation in artificial liposomes containing human erythrocyte membrane lipids lactosyl ceramide (LacCer) or globotetraosylceramide (Gb4Cer) increases with increasing pH (PubMed:10478454). Cytotoxic effect on Madin-Darby canine kidney (MDCK) cell line increases with increasing pH with maximal cytotoxicity at pH 10 at 4 degrees Celsius, but no significant pH effect is observed at 37 degrees Celsius (PubMed:9133626, PubMed:10101284). {ECO:0000269|PubMed:10101284, ECO:0000269|PubMed:10478454, ECO:0000269|PubMed:7876091, ECO:0000269|PubMed:8663224, ECO:0000269|PubMed:9058193, ECO:0000269|PubMed:9133626, ECO:0000269|PubMed:9805377};",Q868M7,,1.0,
2187,5.25,,Optimum pH is pH 5.5-5. {ECO:0000269|PubMed:30111894};,Q8BG07,,1.0,
2200,7.0,,"Optimum pH is between 6-8. Outside of this pH range, the enzyme activity decreases rapidly. At pH 4.6, the enzyme is only 7% as active as it is at pH 7.5. {ECO:0000269|PubMed:21840320};",Q8CWX6,,1.0,
2222,5.5,,Optimum pH is approximately 5.5. Loses activity rapidly at pH 4-5. {ECO:0000269|PubMed:15804235};,Q8GZD5,,1.0,
2258,5.0,,"Optimum pH is around 5 (PubMed:15494009, PubMed:17302431, PubMed:12723619). More stable at alkaline than acidic pH (PubMed:15494009, PubMed:12723619, PubMed:17509134). {ECO:0000269|PubMed:12723619, ECO:0000269|PubMed:15494009, ECO:0000269|PubMed:17302431, ECO:0000269|PubMed:17509134};",Q8J2T0,,1.0,
2269,8.8,,"Optimum pH is around 8.8. Activity drops sharply above and below the optimum and is absent at pH 3 and virtually so at pH 10.6. {ECO:0000269|PubMed:10333495, ECO:0000269|PubMed:18542834};",Q8KES3,,1.0,
2273,7.5,from paper,Active over the wide range of pH from 3 to 9. {ECO:0000269|PubMed:15720398};,Q8KY50,,1.0,
2273,3.0,inferred,Active over the wide range of pH from 3 to 9. {ECO:0000269|PubMed:15720398};,Q8KY50,,0.2,
2273,9.0,inferred,Active over the wide range of pH from 3 to 9. {ECO:0000269|PubMed:15720398};,Q8KY50,,0.2,
2284,6.5,,"Optimum pH is 6.6 for homodimer and 6.5 for NAD-MEH heterodimer. In the presence of coenzyme A (CoA), optimum pH is 6.8 for both homodimer and NAD-MEH heterodimer. {ECO:0000269|PubMed:18223148, ECO:0000269|PubMed:20133948, ECO:0000269|PubMed:20528775};",Q8L7K9,,1.0,
2315,4.0,,"Optimum pH is 4.0. Inactive below pH 3.0 and above pH 6.5. The half-life (t1/2) values for activity loss at 30 degrees Celsius are 150 min at pH 6.6, 5.5 min at pH 6.8 and 14 min at pH 2.4. {ECO:0000269|PubMed:12519073};",Q8NK92,,1.0,
2315,3.0,,"Optimum pH is 4.0. Inactive below pH 3.0 and above pH 6.5. The half-life (t1/2) values for activity loss at 30 degrees Celsius are 150 min at pH 6.6, 5.5 min at pH 6.8 and 14 min at pH 2.4. {ECO:0000269|PubMed:12519073};",Q8NK92,,0.0,
2315,6.5,,"Optimum pH is 4.0. Inactive below pH 3.0 and above pH 6.5. The half-life (t1/2) values for activity loss at 30 degrees Celsius are 150 min at pH 6.6, 5.5 min at pH 6.8 and 14 min at pH 2.4. {ECO:0000269|PubMed:12519073};",Q8NK92,,0.0,
2335,7.25,,"Optimum pH is 7.0-7.5. Stable from pH 5.0-11.0. Retains 65% and 70% of activity respectively when incubated at pH 4.0 and 12.0 for 24 hours. {ECO:0000269|PubMed:11948152, ECO:0000269|PubMed:12501421};",Q8RS40,,1.0,
2403,2.5,,Optimum pH is below 2.5. {ECO:0000269|PubMed:18294964};,Q91XA9,,1.0,
2405,7.6,,"Optimum pH is 7.5 with S-benzyl-N-acetyl-L-cysteine as substrate, 7.6 with N-acetyl-L-histidine as substrate, 7.6 with N-acetyl-L-tyrosine as substrate, and 7.7 with N-acetyl-L-phenylalanine as substrate. {ECO:0000269|PubMed:14656720};",Q91XE4,,1.0,
2417,4.5,,"Optimum pH is 4.5 for the peroxidase reaction, 6.0 for the catalase reaction, and 8.75 for the NADH oxidase reaction. {ECO:0000269|PubMed:16211084, ECO:0000269|PubMed:18178143};",Q939D2,,1.0,reduction
2417,8.75,,"Optimum pH is 4.5 for the peroxidase reaction, 6.0 for the catalase reaction, and 8.75 for the NADH oxidase reaction. {ECO:0000269|PubMed:16211084, ECO:0000269|PubMed:18178143};",Q939D2,,1.0,oxidation
2475,8.5,,Gradually increased from pH 6.5 to 8.5 in its IDP hydrolyzing activity. {ECO:0000269|PubMed:20385596};,Q96DE0,,1.0,
2491,7.0,depends on ATP concentration,Optimum pH is below 6.5 at low ATP concentrations and is 7.4-7.8 at high ATP concentrations. {ECO:0000269|PubMed:15324307};,Q97R83,,1.0,
2498,8.2,,"Optimum pH is 8.2 (PubMed:16849334, PubMed:17610898). Is more than 50% active in a relatively narrow pH range from 7.3 to 9.3 (PubMed:17610898). {ECO:0000269|PubMed:16849334, ECO:0000269|PubMed:17610898};",Q97YM2,,1.0,
2498,7.3,,"Optimum pH is 8.2 (PubMed:16849334, PubMed:17610898). Is more than 50% active in a relatively narrow pH range from 7.3 to 9.3 (PubMed:17610898). {ECO:0000269|PubMed:16849334, ECO:0000269|PubMed:17610898};",Q97YM2,,0.5,
2498,9.3,,"Optimum pH is 8.2 (PubMed:16849334, PubMed:17610898). Is more than 50% active in a relatively narrow pH range from 7.3 to 9.3 (PubMed:17610898). {ECO:0000269|PubMed:16849334, ECO:0000269|PubMed:17610898};",Q97YM2,,0.5,
2544,5.5,adenosine transport,"Optimum pH is 5.5 for adenosine transport (PubMed:15701636, PubMed:19164483, PubMed:28729424). No adenosine transport at pH 7.4 (PubMed:28729424). {ECO:0000269|PubMed:15701636, ECO:0000269|PubMed:19164483, ECO:0000269|PubMed:28729424};",Q9BZD2,,1.0,
2550,4.0,inferred,Active from pH 4 to 12. {ECO:0000269|PubMed:11728803};,Q9C168,,0.2,
2550,12.0,inferred,Active from pH 4 to 12. {ECO:0000269|PubMed:11728803};,Q9C168,,0.2,
2555,7.75,,"Optimum pH to bind cytokinin is about 7-8.5 at 0 degrees Celsius. {ECO:0000269|PubMed:16246292, ECO:0000269|PubMed:17075078};",Q9C5U0,,1.0,
2556,8.5,,Optimum pH to bind cytokinin is about 8.5 at 0 degrees Celsius. {ECO:0000269|PubMed:17075078};,Q9C5U1,,1.0,
2605,5.4,,"Optimum pH is 5.4 for the reaction with tetrahydroxychalcone and 5.0 - 7.0 for the reaction with pentahydroxychalcone. {ECO:0000269|PubMed:11073455, ECO:0000269|PubMed:11418122};",Q9FRX6,,1.0,
2621,9.5,,"Optimum pH is 9.5 for choline uptake. Transport efficiency decreased at more acidic pHs and is abolished at pH 5.5, which should coincide with transporter internalization. {ECO:0000269|PubMed:17005849};",Q9GZV3,,1.0,
2640,6.6,,Optimum pH is 6.6. Significant activity is observed over the pH range of 6.4 to 7.8. Enzymatic activity decreases markedly at pH 8.0 and at pH 6.2 and below. {ECO:0000269|PubMed:23161756};,Q9HJT3,,1.0,
2646,5.0,,There is nearly no change in activity from pH 5 to 10. {ECO:0000269|PubMed:18081320};,Q9HUU1,,0.9,
2646,10.0,,There is nearly no change in activity from pH 5 to 10. {ECO:0000269|PubMed:18081320};,Q9HUU1,,0.9,
2676,8.5,,"Optimum pH is 8.5 with 4-nitrophenyl phosphate as substrate. Has 50% residual activity at pH 7.5 and 30% at pH 9.0, being virtually inactive at pH 10 and at pH 5 or lower. {ECO:0000269|PubMed:11577161};",Q9KJX5,,1.0,
2676,7.5,,"Optimum pH is 8.5 with 4-nitrophenyl phosphate as substrate. Has 50% residual activity at pH 7.5 and 30% at pH 9.0, being virtually inactive at pH 10 and at pH 5 or lower. {ECO:0000269|PubMed:11577161};",Q9KJX5,,0.5,
2676,9.0,,"Optimum pH is 8.5 with 4-nitrophenyl phosphate as substrate. Has 50% residual activity at pH 7.5 and 30% at pH 9.0, being virtually inactive at pH 10 and at pH 5 or lower. {ECO:0000269|PubMed:11577161};",Q9KJX5,,0.3,
2676,10.0,,"Optimum pH is 8.5 with 4-nitrophenyl phosphate as substrate. Has 50% residual activity at pH 7.5 and 30% at pH 9.0, being virtually inactive at pH 10 and at pH 5 or lower. {ECO:0000269|PubMed:11577161};",Q9KJX5,,0.05,
2676,5.0,,"Optimum pH is 8.5 with 4-nitrophenyl phosphate as substrate. Has 50% residual activity at pH 7.5 and 30% at pH 9.0, being virtually inactive at pH 10 and at pH 5 or lower. {ECO:0000269|PubMed:11577161};",Q9KJX5,,0.05,
2678,6.0,,Optimum pH is 6. Highly active in the pH range 5-7. Is stable at pH values from 4 to 8. At pH values above 8 and below 4 the enzyme is rapidly inactivated. {ECO:0000269|PubMed:10831430};,Q9KK62,,1.0,
2688,8.0,,"Optimum pH is 8.0 with 3-oxo-C8-HSL as substrate. Activity increases with increase in pH from 6.0 to 8.0, and declines slightly at pH 9.0. Little or no activity at pH 5.0 or below. {ECO:0000269|PubMed:14734559};",Q9L8R8,,1.0,
2689,8.25,,"Optimum pH is between 8 and 8.5, with a dramatic drop of activity (55%) at pH 9. Less than 10% activity is observed a pH 6, and half the maximal activity is measured at pH 7. {ECO:0000269|PubMed:10629172, ECO:0000269|PubMed:12189419};",Q9L9C1,,1.0,
2689,9.0,,"Optimum pH is between 8 and 8.5, with a dramatic drop of activity (55%) at pH 9. Less than 10% activity is observed a pH 6, and half the maximal activity is measured at pH 7. {ECO:0000269|PubMed:10629172, ECO:0000269|PubMed:12189419};",Q9L9C1,,0.55,
2689,6.0,,"Optimum pH is between 8 and 8.5, with a dramatic drop of activity (55%) at pH 9. Less than 10% activity is observed a pH 6, and half the maximal activity is measured at pH 7. {ECO:0000269|PubMed:10629172, ECO:0000269|PubMed:12189419};",Q9L9C1,,0.1,
2689,7.0,,"Optimum pH is between 8 and 8.5, with a dramatic drop of activity (55%) at pH 9. Less than 10% activity is observed a pH 6, and half the maximal activity is measured at pH 7. {ECO:0000269|PubMed:10629172, ECO:0000269|PubMed:12189419};",Q9L9C1,,0.5,
2693,8.0,,"Optimum pH is 8.0 in MOPS buffer at 30 degrees Celsius, 7.5 in 0.1 M potassium phosphate buffer at 30 degrees Celsius, and 7.4 in 20 mM potassium phosphate/2 mM DTT buffer at 30 degrees Celsius. Retains full activity in MOPS buffer between pH 6.5 and 10.0. Is irreversibly damaged below pH 6.5 in MOPS buffer, enzyme treated at pH 6.0 in MOPS buffer only regains 40% of its original activity after re-equilibration at pH 7.2. When treated at pH 5.2 or 10.1 in 20 mM potassium phosphate/2 mM DTT buffer activity is lost completely, but is recovered within 17 minutes following readjustment to pH 7.4. {ECO:0000269|PubMed:15068371, ECO:0000269|PubMed:17431803, ECO:0000269|PubMed:7918379};",Q9LCU3,,1.0,
2701,4.0,inferred,Active from pH 4 to 10. {ECO:0000269|PubMed:14617063};,Q9LJL3,,0.2,
2701,10.0,inferred,Active from pH 4 to 10. {ECO:0000269|PubMed:14617063};,Q9LJL3,,0.2,
2717,7.5,,"Optimum pH is 7.5. Activity is extremely low below pH 6.5. Activity decreases slightly at more basic pHs, activity at pH 9.0 was only 10% less than that found at pH 7.5. {ECO:0000269|PubMed:15135060};",Q9LXC9,,1.0,
2717,6.5,,"Optimum pH is 7.5. Activity is extremely low below pH 6.5. Activity decreases slightly at more basic pHs, activity at pH 9.0 was only 10% less than that found at pH 7.5. {ECO:0000269|PubMed:15135060};",Q9LXC9,,0.01,
2717,9.0,,"Optimum pH is 7.5. Activity is extremely low below pH 6.5. Activity decreases slightly at more basic pHs, activity at pH 9.0 was only 10% less than that found at pH 7.5. {ECO:0000269|PubMed:15135060};",Q9LXC9,,0.1,
2726,8.0,,Broad optimum pH around 8.0. {ECO:0000269|PubMed:16473965};,Q9LZA6,,1.0,
2750,5.5,,Transport activity is maximal at acidic pH (<6.0) and almost negligible at pH >7.5. {ECO:0000269|PubMed:29791142};,Q9NP94,,1.0,
2750,7.5,,Transport activity is maximal at acidic pH (<6.0) and almost negligible at pH >7.5. {ECO:0000269|PubMed:29791142};,Q9NP94,,0.01,
2772,7.0,,Optimum pH is from 5.5 to 8.5. {ECO:0000269|PubMed:10403823};,Q9PT51,,1.0,
2794,8.5,,"Optimum pH is 8.5. Shows high stability over a broad range of pH 4-9.5 (80-100% of enzyme activity). Becomes unstable at pH over 10, where the activity drops to 34% at pH 10.5 and to 8% at pH 11. {ECO:0000269|PubMed:19041687, ECO:0000269|Ref.2};",Q9S2A5,,1.0,
2794,4.0,,"Optimum pH is 8.5. Shows high stability over a broad range of pH 4-9.5 (80-100% of enzyme activity). Becomes unstable at pH over 10, where the activity drops to 34% at pH 10.5 and to 8% at pH 11. {ECO:0000269|PubMed:19041687, ECO:0000269|Ref.2};",Q9S2A5,,0.8,
2794,9.5,,"Optimum pH is 8.5. Shows high stability over a broad range of pH 4-9.5 (80-100% of enzyme activity). Becomes unstable at pH over 10, where the activity drops to 34% at pH 10.5 and to 8% at pH 11. {ECO:0000269|PubMed:19041687, ECO:0000269|Ref.2};",Q9S2A5,,0.8,
2794,11.0,,"Optimum pH is 8.5. Shows high stability over a broad range of pH 4-9.5 (80-100% of enzyme activity). Becomes unstable at pH over 10, where the activity drops to 34% at pH 10.5 and to 8% at pH 11. {ECO:0000269|PubMed:19041687, ECO:0000269|Ref.2};",Q9S2A5,,0.08,
2794,10.5,,"Optimum pH is 8.5. Shows high stability over a broad range of pH 4-9.5 (80-100% of enzyme activity). Becomes unstable at pH over 10, where the activity drops to 34% at pH 10.5 and to 8% at pH 11. {ECO:0000269|PubMed:19041687, ECO:0000269|Ref.2};",Q9S2A5,,0.34,
2818,6.5,,"Optimum pH is 6.4 for homodimer and 6.5 for NAD-MEH heterodimer. In the presence of coenzyme A (CoA), optimum pH is 6.8 for NAD-MEH heterodimer. {ECO:0000269|PubMed:18223148, ECO:0000269|PubMed:20133948};",Q9SIU0,,1.0,
2829,6.8,,"Optimum pH is 6.8 for reduction (forward reaction) of codeinone to codeine and 9.0 for the oxidation (reverse reaction) of codeine to codeinone. {ECO:0000269|PubMed:10417697, ECO:0000269|PubMed:29779229};",Q9SQ68,,1.0,reduction
2829,9.0,,"Optimum pH is 6.8 for reduction (forward reaction) of codeinone to codeine and 9.0 for the oxidation (reverse reaction) of codeine to codeinone. {ECO:0000269|PubMed:10417697, ECO:0000269|PubMed:29779229};",Q9SQ68,,1.0,oxidation
2846,8.0,,"Active at pH 7.0 and 9.0, but not at pH 5.5. {ECO:0000269|PubMed:16153598};",Q9SYT0,,1.0,
